# Wavelength [Å], Flux [10**-15 erg s-1 cm-2]
9.185517841339802544e+03,-3.753680149290265339e-19
9.188795004647974565e+03,2.179500984916961128e-19
9.192072167956144767e+03,-4.040796572223896497e-20
9.195349331264325883e+03,1.280612826724306693e-22
9.198626494572497904e+03,7.143548273519141742e-20
9.201903657880668106e+03,-8.635714122431725425e-20
9.205180821188840127e+03,2.659096832561052800e-19
9.208457984497010330e+03,2.787777380031146157e-19
9.211735147805180532e+03,1.673196937236193950e-18
9.215012311113352553e+03,5.060276299925509465e-18
9.218289474421522755e+03,4.471183697190678505e-18
9.221566637729692957e+03,3.838609085680503922e-19
9.224843801037875892e+03,3.187540390642741701e-19
9.228120964346046094e+03,1.379997143351468677e-18
9.231398127654216296e+03,5.195298698097698542e-19
9.234675290962388317e+03,1.158361519539741858e-18
9.237952454270558519e+03,5.557591007645888682e-19
9.241229617578730540e+03,4.690289406480475666e-19
9.244506780886900742e+03,3.916964947324522547e-19
9.247783944195070944e+03,-1.741474880496329784e-19
9.251061107503253879e+03,-3.444593674711826566e-19
9.254338270811424081e+03,8.739076022580005709e-19
9.257615434119594283e+03,1.656876011340111716e-19
9.260892597427766304e+03,9.147840462285364083e-20
9.264169760735936507e+03,7.304409382816115375e-19
9.267446924044106709e+03,4.458871499304180834e-19
9.270724087352278730e+03,2.851133004755411135e-19
9.274001250660448932e+03,-5.775025585732989645e-19
9.277278413968620953e+03,1.163107089962407383e-18
9.280555577276802069e+03,4.581595802954156128e-18
9.283832740584972271e+03,3.397783718041682253e-21
9.287109903893144292e+03,2.630976429804599033e-18
9.290387067201314494e+03,7.782844038626141468e-19
9.293664230509484696e+03,-5.523060886848938991e-20
9.296941393817656717e+03,5.125146290358815837e-19
9.300218557125826919e+03,2.199478282720529448e-19
9.303495720434000759e+03,4.400497870881193781e-19
9.306772883742170961e+03,7.971455946736068749e-19
9.310050047050350258e+03,-2.455462690129021936e-19
9.313327210358513184e+03,-1.291683791364239795e-18
9.316604373666692481e+03,-2.119848194177962603e-19
9.319881536974862684e+03,5.520633819443437051e-19
9.323158700283034705e+03,6.437103854555202179e-20
9.326435863591206726e+03,-1.146763867906025405e-19
9.329713026899376928e+03,-7.697872572686062717e-19
9.332990190207548949e+03,-4.206428917415248852e-19
9.336267353515728246e+03,6.302514173486813047e-19
9.339544516823900267e+03,6.500668446005880874e-19
9.342821680132070469e+03,1.320060337464533747e-18
9.346098843440240671e+03,2.748189047188545122e-18
9.349376006748412692e+03,2.445202777917519445e-18
9.352653170056584713e+03,-1.491527834293115297e-19
9.355930333364754915e+03,9.615131955042174859e-19
9.359207496672926936e+03,1.481597242752928103e-18
9.362484659981097138e+03,2.450309503564123217e-18
9.365761823289269159e+03,1.216394291341156351e-18
9.369038986597448456e+03,1.556938860082450833e-18
9.372316149905618659e+03,1.296022834699723592e-18
9.375593313213792499e+03,6.952468807098512124e-19
9.378870476521962701e+03,1.373721580536405599e-18
9.382147639830132903e+03,5.555894765489270486e-18
9.385424803138304924e+03,1.498032053639484930e-18
9.388701966446475126e+03,-1.720618390968322934e-18
9.391979129754645328e+03,-2.444270452889529035e-18
9.395256293062826444e+03,-5.295394316717216829e-19
9.398533456370998465e+03,4.585795817051517993e-19
9.401810619679168667e+03,1.308476392171162082e-18
9.405087782987340688e+03,1.429981031041465472e-18
9.408364946295510890e+03,1.323235750103898809e-18
9.411642109603682911e+03,9.737820066111600352e-19
9.414919272911853113e+03,3.231053608943830299e-19
9.418196436220023315e+03,1.961184095939199199e-19
9.421473599528195336e+03,1.409244473975681750e-18
9.424750762836365539e+03,1.610325327854886542e-19
9.428027926144546655e+03,-7.157594340131414303e-19
9.431305089452707762e+03,-9.374289436742093341e-19
9.434582252760888878e+03,-8.111618816339157615e-19
9.437859416069060899e+03,-3.534775753638521888e-19
9.441136579377231101e+03,7.914730843752202173e-19
9.444413742685401303e+03,8.352909356392953235e-19
9.447690905993573324e+03,4.017462450312478375e-19
9.450968069301743526e+03,4.864557403526381792e-19
9.454245232609913728e+03,1.131502895614117060e-18
9.457522395918096663e+03,1.365538609333490505e-18
9.460799559226266865e+03,1.223112678750238850e-18
9.464076722534437067e+03,5.812360953375762048e-19
9.467353885842609088e+03,-1.206835905820873342e-19
9.470631049150779290e+03,1.062764603751253416e-18
9.473908212458951311e+03,1.243004572573028829e-19
9.477185375767121513e+03,-3.508653385782011509e-19
9.480462539075291716e+03,1.065649251865173372e-18
9.483739702383463737e+03,4.411343411062429795e-19
9.487016865691644853e+03,4.288710096825797542e-19
9.490294028999815055e+03,2.920803386212989549e-19
9.493571192307987076e+03,-5.142612766252802260e-19
9.496848355616157278e+03,5.740099490317868725e-19
9.500125518924329299e+03,-4.445614327021588460e-20
9.503402682232499501e+03,5.921441963925100609e-19
9.506679845540669703e+03,7.199531328152110777e-19
9.509957008848841724e+03,5.929130900468213750e-19
9.513234172157022840e+03,8.208297879957346328e-19
9.516511335465182128e+03,5.517556871478143275e-19
9.519788498773355968e+03,-1.689472447756271834e-20
# Performed corrections: extinction 0.239, redshift 0.009313, lines 0, flux test
