# Wavelength [Å], Flux [10**-15 erg s-1 cm-2]
5.384008403860170802e+03,1.852669832889243673e-18
5.387285567168341913e+03,1.311961455100523986e-18
5.390562730476513025e+03,1.125672593139550265e-18
5.393839893784684136e+03,2.219901551510953559e-18
5.397117057092864343e+03,1.231951722155952698e-18
5.400394220401035454e+03,1.752786237128200711e-18
5.403671383709206566e+03,2.419124825457445216e-18
5.406948547017377678e+03,1.869311407669302142e-18
5.410225710325548789e+03,1.256488563302002407e-18
5.413502873633719901e+03,1.162706776134125129e-18
5.416780036941891012e+03,1.310553867096531402e-18
5.420057200250061214e+03,1.100899613536561871e-18
5.423334363558232326e+03,1.896976416176628513e-18
5.426611526866413442e+03,1.841261219123776961e-18
5.429888690174584553e+03,2.351166307733685303e-18
5.433165853482755665e+03,1.345861298472022609e-18
5.436443016790926777e+03,1.417911057374744769e-18
5.439720180099097888e+03,1.425745607834550137e-18
5.442997343407269000e+03,9.164275694461665189e-19
5.446274506715439202e+03,1.262247451581074679e-18
5.449551670023610313e+03,2.127688393107533965e-18
5.452828833331791429e+03,1.858352922126756704e-18
5.456105996639962541e+03,1.307795068017612961e-18
5.459383159948133653e+03,1.171667485917628144e-18
5.462660323256304764e+03,1.449841139578580486e-18
5.465937486564475876e+03,1.423441288273972619e-18
5.469214649872646078e+03,1.283001052972482913e-18
5.472491813180817189e+03,1.044913355195964119e-18
5.475768976488988301e+03,1.598287209102529870e-18
5.479046139797159412e+03,1.913659140998642844e-18
5.482323303105330524e+03,1.971599131855261561e-18
5.485600466413511640e+03,1.718046036703758226e-18
5.488877629721682752e+03,2.395430125302408660e-19
5.492154793029853863e+03,1.580443324906234058e-18
5.495431956338024065e+03,1.599479529696667077e-18
5.498709119646195177e+03,6.480252387428184674e-19
5.501986282954366288e+03,6.381047819456038376e-19
5.505263446262538309e+03,6.433191208923446265e-19
5.508540609570718516e+03,5.858430550094089879e-19
5.511817772878889627e+03,1.427783556193874866e-18
5.515094936187060739e+03,1.998784174533426301e-18
5.518372099495230941e+03,6.491720390249916751e-18
5.521649262803402053e+03,7.607419963255897034e-18
5.524926426111573164e+03,1.284232933516096114e-18
5.528203589419745185e+03,-1.156001577966402055e-18
5.531480752727915387e+03,1.202530380167356473e-18
5.534757916036086499e+03,1.099548346052849886e-18
5.538035079344257611e+03,1.867006330295812881e-18
5.541312242652438727e+03,1.586033478818377198e-18
5.544589405960608929e+03,1.299682130439769068e-18
5.547866569268780040e+03,1.195082616403422479e-18
5.551143732576951152e+03,1.180972568291765078e-18
5.554420895885123173e+03,1.842788112295795859e-18
5.557698059193293375e+03,1.300140169402139587e-18
5.560975222501464486e+03,1.294776894828940950e-18
5.564252385809635598e+03,8.886064496448455413e-19
5.567529549117806710e+03,1.698884892733236791e-18
5.570806712425976912e+03,1.530920382952060112e-18
5.574083875734158028e+03,1.868274969763227842e-18
5.577361039042330049e+03,1.441407017631196406e-18
5.580638202350500251e+03,1.258796723526549709e-18
5.583915365658671362e+03,1.469308389723813106e-18
5.587192528966842474e+03,9.813090416923232112e-19
5.590469692275013585e+03,1.568779468111099552e-18
5.593746855583183788e+03,1.614710608477858558e-18
5.597024018891354899e+03,1.910271138717604158e-18
5.600301182199536925e+03,1.502379919380117944e-18
5.603578345507707127e+03,1.652981951996276747e-18
5.606855508815878238e+03,1.760404263214947554e-18
5.610132672124049350e+03,1.011225378568489338e-18
5.613409835432220461e+03,1.814625546567708229e-18
5.616686998740390663e+03,1.483726290043621421e-18
5.619964162048561775e+03,8.756221918972270479e-19
5.623241325356732887e+03,1.215197297463617191e-18
5.626518488664904908e+03,1.652776109108364789e-18
5.629795651973075110e+03,1.717803603265927361e-18
5.633072815281256226e+03,2.004953190964557836e-18
5.636349978589427337e+03,7.421353754838928351e-19
5.639627141897598449e+03,1.410662622132205842e-18
5.642904305205768651e+03,1.983981521139049609e-18
5.646181468513939762e+03,1.006932954339113682e-18
5.649458631822111784e+03,1.483036933259683796e-18
5.652735795130282895e+03,1.666036784005885801e-18
5.656012958438453097e+03,1.381075876621804173e-18
5.659290121746634213e+03,2.604908572501353875e-18
5.662567285054805325e+03,1.895018076640919204e-18
5.665844448362975527e+03,1.100060611792238785e-18
5.669121611671146638e+03,1.488651253889834159e-18
5.672398774979317750e+03,1.515013700386038447e-18
5.675675938287489771e+03,2.437588540503448677e-18
5.678953101595659973e+03,2.207960488155547544e-18
5.682230264903831085e+03,1.703676894847122881e-18
5.685507428212002196e+03,2.116249625205842041e-18
5.688784591520173308e+03,1.816935779367506754e-18
5.692061754828353514e+03,2.172996608668692066e-18
5.695338918136524626e+03,2.054011402067217081e-18
5.698616081444696647e+03,1.533455125908095340e-18
5.701893244752867759e+03,1.191955890006789565e-18
5.705170408061037961e+03,1.663982470261947839e-18
5.708447571369209072e+03,1.550599317546961342e-18
5.711724734677380184e+03,1.824006119946387151e-18
5.715001897985551295e+03,2.277947552298896450e-18
5.718279061293721497e+03,1.399259040941600109e-18
5.721556224601903523e+03,1.566178854392667947e-18
5.724833387910074634e+03,1.637493665145519718e-18
5.728110551218244836e+03,1.230709818402262351e-18
5.731387714526415948e+03,4.212560185231224780e-19
5.734664877834587060e+03,8.588461800009361742e-19
5.737942041142758171e+03,1.818051244470950849e-18
5.741219204450928373e+03,1.598651259304139567e-18
5.744496367759099485e+03,1.454719159285120366e-18
5.747773531067271506e+03,1.105171922952445244e-18
5.751050694375452622e+03,2.257590352151938980e-18
5.754327857683622824e+03,1.729545700382666213e-18
5.757605020991793936e+03,9.817741339028826900e-19
5.760882184299965047e+03,1.042229566453873549e-18
5.764159347608136159e+03,1.667497672908295062e-18
5.767436510916306361e+03,1.130669605753282540e-18
5.770713674224478382e+03,9.283822412535391919e-19
5.773990837532649493e+03,4.045569835365578394e-19
5.777268000840819695e+03,1.167125213085112321e-18
5.780545164149000811e+03,1.896405115339230889e-18
5.783822327457171923e+03,1.694135757535261746e-18
5.787099490765343035e+03,1.007181529120951599e-18
5.790376654073513237e+03,1.080131562583017244e-18
5.793653817381685258e+03,1.454176089339567081e-18
5.796930980689856369e+03,1.934956363610324199e-18
5.800208143998027481e+03,1.354569093279193249e-18
5.803485307306197683e+03,1.530483969220046449e-18
5.806762470614368794e+03,2.702536514761656335e-18
5.810039633922549910e+03,1.107936737342404821e-18
5.813316797230720113e+03,1.180244289342418362e-18
5.816593960538891224e+03,1.479577476663176389e-18
5.819871123847063245e+03,1.307353221918332847e-18
5.823148287155234357e+03,1.653528161354689334e-18
5.826425450463404559e+03,1.619458541671447675e-18
5.829702613771575670e+03,1.647767465879642206e-18
5.832979777079746782e+03,1.502094127685438196e-18
5.836256940387917894e+03,2.136357044117373389e-18
5.839534103696098100e+03,1.763337445169602130e-18
5.842811267004270121e+03,1.482702998098888835e-18
5.846088430312441233e+03,2.210960213558228221e-18
5.849365593620612344e+03,2.479450489818219360e-18
5.852642756928782546e+03,1.608749767215385045e-18
5.855919920236953658e+03,5.522885053531422815e-19
5.859197083545124769e+03,2.031278825752489740e-18
5.862474246853295881e+03,2.872086350971709959e-18
5.865751410161466993e+03,2.678042926673167240e-18
5.869028573469638104e+03,1.475930731368143679e-18
5.872305736777819220e+03,1.764573351403456566e-18
5.875582900085989422e+03,2.703401474596991581e-18
5.878860063394160534e+03,1.825081516029529755e-18
5.882137226702331645e+03,1.825636544824892817e-18
5.885414390010502757e+03,2.121147137537118049e-18
5.888691553318672959e+03,1.423066651805069547e-18
5.891968716626854984e+03,2.905076338069613298e-18
5.895245879935026096e+03,2.341052993418698746e-18
5.898523043243197208e+03,1.852287148575907494e-18
5.901800206551367410e+03,1.523334813730959150e-18
5.905077369859538521e+03,2.512626733217281276e-18
5.908354533167709633e+03,2.562712710741368871e-18
5.911631696475880744e+03,2.045756266085373547e-18
5.914908859784051856e+03,1.846772986879773041e-18
5.918186023092222968e+03,1.942476348822852682e-18
5.921463186400394079e+03,3.101841371971255565e-18
5.924740349708564281e+03,2.749759302846832867e-18
5.928017513016745397e+03,1.902077881056987554e-18
5.931294676324916509e+03,2.076863101499080397e-18
5.934571839633087620e+03,1.999860347342850911e-18
5.937849002941258732e+03,1.636416220076532148e-18
5.941126166249429843e+03,1.361989943832259629e-18
5.944403329557600955e+03,1.529898311174827692e-18
5.947680492865772067e+03,2.557469422436928912e-18
5.950957656173942269e+03,2.099721743045172553e-18
5.954234819482113380e+03,2.461056464387832004e-18
5.957511982790284492e+03,1.270763490804570938e-18
5.960789146098464698e+03,1.724397858444913741e-18
5.964066309406636719e+03,1.803179334985495522e-18
5.967343472714807831e+03,1.506720939581424836e-18
5.970620636022978942e+03,1.550169266304344583e-18
5.973897799331149145e+03,1.699472237051907461e-18
5.977174962639320256e+03,1.751263068799173063e-18
5.980452125947491368e+03,1.599216705613615500e-18
5.983729289255672484e+03,1.758761859491314463e-18
5.987006452563843595e+03,1.501170780678812142e-18
5.990283615872014707e+03,9.348493615990649379e-19
5.993560779180185818e+03,1.377029963179060077e-18
5.996837942488356930e+03,1.668037941794944118e-18
6.000115105796527132e+03,1.213157038689923283e-18
6.003392269104698244e+03,1.189233696940715820e-18
6.006669432412869355e+03,1.290229156539708347e-18
6.009946595721040467e+03,5.685836689569980755e-19
6.013223759029211578e+03,1.126990433194505610e-18
6.016500922337382690e+03,6.297302183086218644e-19
6.019778085645563806e+03,5.939758636316177470e-19
6.023055248953734008e+03,9.530335786309607245e-19
6.026332412261905120e+03,2.454318140187839073e-19
6.029609575570076231e+03,7.658573543456320285e-19
6.032886738878247343e+03,1.207849597945074708e-18
6.036163902186418454e+03,3.501241113112101943e-19
6.039441065494589566e+03,5.261287822963014976e-19
6.042718228802760677e+03,9.360714960340335960e-19
6.045995392110941793e+03,6.788570109800926399e-19
6.049272555419111995e+03,9.753040808925013184e-19
6.052549718727283107e+03,5.510376443426932897e-19
6.055826882035454219e+03,9.347045809782043794e-19
6.059104045343626240e+03,5.717136783598514408e-19
6.062381208651796442e+03,6.391586104974705813e-19
6.065658371959967553e+03,6.772499830773360219e-19
6.068935535268138665e+03,9.330906482906960828e-19
6.072212698576309776e+03,5.948493563574049659e-19
6.075489861884489983e+03,4.368031597887743694e-19
6.078767025192661094e+03,5.641755131327843367e-19
6.082044188500832206e+03,1.162245500031984688e-18
6.085321351809003318e+03,9.865550090964862788e-19
6.088598515117174429e+03,5.297632143760335624e-19
6.091875678425345541e+03,5.099125337525349535e-19
6.095152841733516652e+03,8.038351879753586756e-19
6.098430005041686854e+03,9.108835068996202093e-19
6.101707168349857966e+03,2.719021835342811692e-19
6.104984331658039082e+03,7.060239620753540280e-19
6.108261494966211103e+03,9.782769793363231165e-19
6.111538658274381305e+03,8.724658227604882781e-19
6.114815821582552417e+03,7.081376629975907693e-19
6.118092984890723528e+03,4.486772447687235091e-19
6.121370148198893730e+03,5.429585335504989486e-19
6.124647311507064842e+03,4.663675990466674552e-19
6.127924474815235953e+03,8.769402825051092463e-19
6.131201638123407974e+03,9.129061956740368145e-19
6.134478801431578177e+03,9.099436678239125799e-19
6.137755964739759293e+03,1.281285656845441681e-18
6.141033128047930404e+03,1.357438289981680685e-18
6.144310291356101516e+03,1.718258457305124079e-18
6.147587454664271718e+03,1.818149266946578257e-18
6.150864617972442829e+03,1.216840871682086687e-18
6.154141781280613941e+03,1.037319644971264236e-18
6.157418944588785962e+03,1.591969326939786812e-18
6.160696107896956164e+03,1.708758491113776521e-18
6.163973271205137280e+03,1.712853990075297494e-18
6.167250434513308392e+03,2.213575968644678831e-18
6.170527597821478594e+03,1.807531159234816307e-18
6.173804761129649705e+03,1.219526065494377164e-18
6.177081924437820817e+03,1.715223994951790913e-18
6.180359087745992838e+03,1.760165340543592807e-18
6.183636251054163040e+03,1.455841160443453198e-18
6.186913414362334152e+03,1.680363582776178035e-18
6.190190577670505263e+03,2.340074011607001182e-18
6.193467740978676375e+03,3.067138994651860355e-18
6.196744904286856581e+03,3.104510057765803545e-18
6.200022067595027693e+03,2.962929430917202669e-18
6.203299230903199714e+03,2.097496104511511952e-18
6.206576394211370825e+03,2.149969957564761538e-18
6.209853557519541027e+03,3.368375472911236951e-18
6.213130720827712139e+03,3.315689934327830263e-18
6.216407884135883251e+03,3.619282863314111292e-18
6.219685047444054362e+03,3.988514576045830585e-18
6.222962210752234569e+03,3.626761976793905317e-18
6.226239374060405680e+03,3.483024405979675655e-18
6.229516537368577701e+03,3.971738640503441809e-18
6.232793700676747903e+03,5.259753524344161159e-18
6.236070863984919015e+03,5.583199242465100748e-18
6.239348027293090126e+03,5.969616373214674205e-18
6.242625190601261238e+03,6.740174204923673225e-18
6.245902353909431440e+03,5.305423118899751693e-18
6.249179517217602552e+03,6.717601981963281819e-18
6.252456680525774573e+03,7.311232703370438677e-18
6.255733843833955689e+03,8.611279187739929097e-18
6.259011007142125891e+03,9.628135594509185721e-18
6.262288170450297002e+03,9.374725424503958097e-18
6.265565333758468114e+03,1.075353608720617410e-17
6.268842497066639226e+03,1.073558892260983096e-17
6.272119660374809428e+03,1.118496248659493518e-17
6.275396823682981449e+03,1.195285070064110830e-17
6.278673986991152560e+03,1.231451195851204908e-17
6.281951150299322762e+03,1.191927444459274457e-17
6.285228313607503878e+03,1.217292790379618273e-17
6.288505476915674990e+03,1.224291813966762937e-17
6.291782640223846101e+03,1.170034592649402245e-17
6.295059803532016304e+03,1.152597608431497842e-17
6.298336966840187415e+03,1.214392390005171118e-17
6.301614130148359436e+03,1.101765450281991677e-17
6.304891293456530548e+03,9.696243617578867834e-18
6.308168456764700750e+03,9.256663995962443553e-18
6.311445620072881866e+03,1.124043466963321475e-17
6.314722783381052977e+03,1.182810160701047430e-17
6.317999946689223179e+03,1.010008697439662038e-17
6.321277109997394291e+03,1.108061638754821830e-17
6.324554273305566312e+03,1.264388985673063502e-17
6.327831436613737424e+03,1.218660268047040468e-17
6.331108599921907626e+03,1.171035674993654565e-17
6.334385763230078737e+03,1.148369358442625381e-17
6.337662926538249849e+03,1.103371785292466089e-17
6.340940089846420960e+03,1.063760252727227952e-17
6.344217253154601167e+03,1.041720260752236062e-17
6.347494416462772278e+03,1.041886583427809371e-17
6.350771579770944300e+03,9.967640966584919059e-18
6.354048743079115411e+03,9.099060815208525753e-18
6.357325906387285613e+03,8.424215446423930338e-18
6.360603069695456725e+03,7.870152924347098795e-18
6.363880233003627836e+03,8.059420517427125743e-18
6.367157396311798948e+03,8.263157533257472131e-18
6.370434559619969150e+03,8.084630183141950936e-18
6.373711722928141171e+03,7.998883817040155823e-18
6.376988886236322287e+03,7.012653720139468775e-18
6.380266049544492489e+03,6.628790390083389133e-18
6.383543212852663601e+03,6.589585384198507950e-18
6.386820376160834712e+03,6.509887444196523699e-18
6.390097539469005824e+03,6.692088083574424627e-18
6.393374702777176026e+03,6.154814404573750049e-18
6.396651866085348047e+03,5.074938667414377367e-18
6.399929029393519158e+03,4.768369533837181894e-18
6.403206192701700274e+03,5.114355383609218408e-18
6.406483356009870477e+03,4.326331729231843212e-18
6.409760519318041588e+03,3.702421736015047113e-18
6.413037682626212700e+03,4.256274940434368856e-18
6.416314845934383811e+03,3.741611046686375542e-18
6.419592009242554013e+03,3.363513121321631540e-18
6.422869172550726034e+03,3.226938459147790151e-18
6.426146335858897146e+03,2.766267554219498689e-18
6.429423499167077352e+03,2.612528023519431414e-18
6.432700662475248464e+03,3.394904838367789081e-18
6.435977825783419576e+03,3.281347100271328306e-18
6.439254989091590687e+03,2.632294281830101073e-18
6.442532152399760889e+03,2.645357229395497684e-18
6.445809315707932910e+03,2.960811166841931437e-18
6.449086479016104022e+03,2.274819927628903966e-18
6.452363642324275133e+03,2.122877631462627438e-18
6.455640805632445336e+03,2.494065900201391114e-18
6.458917968940616447e+03,2.374946548032520249e-18
6.462195132248787559e+03,2.704723951115240897e-18
6.465472295556968675e+03,2.524741851241442310e-18
6.468749458865139786e+03,2.391569505072684839e-18
6.472026622173310898e+03,2.695373840996698960e-18
6.475303785481482009e+03,2.791913354992356949e-18
6.478580948789652211e+03,2.921498813634499193e-18
6.481858112097823323e+03,2.732245242183233383e-18
6.485135275405994435e+03,2.677133656891403599e-18
6.488412438714165546e+03,2.899602511761749209e-18
6.491689602022345753e+03,2.656634103270752298e-18
6.494966765330517774e+03,2.589278961068456320e-18
6.498243928638688885e+03,2.816437434326956859e-18
6.501521091946859997e+03,3.294457570043973990e-18
6.504798255255030199e+03,3.149472169548509907e-18
6.508075418563201310e+03,3.640974699263454581e-18
6.511352581871372422e+03,3.029465123611591537e-18
6.514629745179543534e+03,2.711959313763985339e-18
6.517906908487714645e+03,2.819944513790370759e-18
6.521184071795895761e+03,2.405320223118506891e-18
6.524461235104066873e+03,2.880798895714471331e-18
6.527738398412237075e+03,2.882200654111776030e-18
6.531015561720408186e+03,2.941250364748519554e-18
6.534292725028579298e+03,3.108216591586645351e-18
6.537569888336750410e+03,2.759096013658945773e-18
6.540847051644921521e+03,2.707640760716332085e-18
6.544124214953092633e+03,3.365374984376583670e-18
6.547401378261273749e+03,3.507003921714545661e-18
6.550678541569444860e+03,2.591159182717523367e-18
6.553955704877615062e+03,4.124995298803790110e-18
6.557232868185786174e+03,7.470909377820512753e-18
6.560510031493957285e+03,9.451286789236611614e-18
6.563787194802128397e+03,8.712113305029973905e-18
6.567064358110299509e+03,5.636889913576771757e-18
6.570341521418470620e+03,3.218728870524712759e-18
6.573618684726641732e+03,3.326548180206407629e-18
6.576895848034812843e+03,4.499988655082871176e-18
6.580173011342993050e+03,4.873485427893835832e-18
6.583450174651164161e+03,4.677358601602840673e-18
6.586727337959335273e+03,2.891961812980905438e-18
6.590004501267506384e+03,2.791345635074841330e-18
6.593281664575677496e+03,2.824633852521780791e-18
6.596558827883848608e+03,3.110188040345304830e-18
6.599835991192019719e+03,3.608465565592477324e-18
6.603113154500189921e+03,2.597061906067556652e-18
6.606390317808361033e+03,3.237152572334409345e-18
6.609667481116532144e+03,3.310393413093806999e-18
6.612944644424713260e+03,3.020428598764957467e-18
6.616221807732884372e+03,3.515392040600844092e-18
6.619498971041055484e+03,3.289023648755497886e-18
6.622776134349226595e+03,2.831988203754857513e-18
6.626053297657397707e+03,2.930841621724398125e-18
6.629330460965567909e+03,2.732139754396674785e-18
6.632607624273739020e+03,3.105596626208801623e-18
6.635884787581910132e+03,2.955619448630671313e-18
6.639161950890091248e+03,2.854767650896355469e-18
6.642439114198262359e+03,3.029677699284858697e-18
6.645716277506433471e+03,2.983021688613384667e-18
6.648993440814604583e+03,2.959554821619425658e-18
6.652270604122774785e+03,3.126387100451510009e-18
6.655547767430945896e+03,3.216784577040299635e-18
6.658824930739117008e+03,2.966626433670896291e-18
6.662102094047289029e+03,3.152428436254803245e-18
6.665379257355459231e+03,2.617298930550969707e-18
6.668656420663640347e+03,2.021351032004804071e-18
6.671933583971811458e+03,2.428506353037093186e-18
6.675210747279981661e+03,2.504247326004464620e-18
6.678487910588152772e+03,2.299331568359299681e-18
6.681765073896323884e+03,2.437307993295811737e-18
6.685042237204494995e+03,2.492863803249318293e-18
6.688319400512666107e+03,2.252886503672919630e-18
6.691596563820837218e+03,1.945100558543412250e-18
6.694873727129008330e+03,1.798435565464105244e-18
6.698150890437179442e+03,1.836220312451347258e-18
6.701428053745359648e+03,1.506573099633282193e-18
6.704705217053530760e+03,1.686521455584298707e-18
6.707982380361701871e+03,2.473740503631508511e-18
6.711259543669873892e+03,2.544721088904545614e-18
6.714536706978044094e+03,2.355461419634662991e-18
6.717813870286215206e+03,2.034109578867829440e-18
6.721091033594386317e+03,1.499627545584252447e-18
6.724368196902557429e+03,2.240795251989745689e-18
6.727645360210737635e+03,2.054519782791910635e-18
6.730922523518908747e+03,1.853697187314901695e-18
6.734199686827080768e+03,1.422955917229678909e-18
6.737476850135250970e+03,1.026318578011371758e-18
6.740754013443422082e+03,1.641140477549748511e-18
6.744031176751593193e+03,1.569075162919278382e-18
6.747308340059764305e+03,7.449378938438274156e-19
6.750585503367934507e+03,9.365362319170576106e-19
6.753862666676105619e+03,1.421521732502287122e-18
6.757139829984276730e+03,1.645142225128933968e-18
6.760416993292458756e+03,7.528179139351964957e-19
6.763694156600628958e+03,1.414423713313817451e-18
6.766971319908800069e+03,1.222630619995037727e-18
6.770248483216971181e+03,1.277433614336273030e-18
6.773525646525142292e+03,4.735315840736061832e-19
6.776802809833312494e+03,4.655062972831581254e-19
6.780079973141483606e+03,4.085112384369079833e-19
6.783357136449655627e+03,5.068618020165514782e-19
6.786634299757825829e+03,3.345576979822117096e-19
6.789911463066006945e+03,6.959979701834783954e-19
6.793188626374178057e+03,1.499787373241002446e-18
6.796465789682349168e+03,1.279343021394138479e-18
6.799742952990519370e+03,6.149657781881205590e-19
6.803020116298690482e+03,3.558318526987783783e-19
6.806297279606862503e+03,3.252133140329508360e-19
6.809574442915033615e+03,2.211939638526479656e-19
6.812851606223203817e+03,4.674654266600044566e-19
6.816128769531384933e+03,5.088587382318940185e-19
6.819405932839556044e+03,3.914379265444189251e-19
6.822683096147726246e+03,1.564942285986860967e-19
6.825960259455897358e+03,2.252854892000267054e-19
6.829237422764068469e+03,1.173168333713020374e-18
6.832514586072240490e+03,8.470607324663362915e-19
6.835791749380410693e+03,3.766979748424776054e-19
6.839068912688581804e+03,7.829154980855493029e-19
6.842346075996752916e+03,1.045308339860479953e-18
6.845623239304924027e+03,7.457695567199196022e-19
6.848900402613094229e+03,6.201761298456271106e-19
6.852177565921275345e+03,4.267697354746236958e-19
6.855454729229447366e+03,4.012358351977725057e-19
6.858731892537618478e+03,3.387220461079247082e-19
6.862009055845788680e+03,3.328850818055546953e-19
6.865286219153959792e+03,1.809686948501462091e-19
6.868563382462130903e+03,5.268148844280860539e-19
6.871840545770302015e+03,8.610857334112619528e-19
6.875117709078482221e+03,9.033907469634311631e-19
6.878394872386654242e+03,3.222232325902066832e-19
6.881672035694825354e+03,2.204485398513064043e-19
6.884949199002995556e+03,5.542625402632041845e-19
6.888226362311166667e+03,2.504668083558452006e-19
6.891503525619337779e+03,4.328467692054062616e-19
6.894780688927508891e+03,3.560632327692109290e-19
6.898057852235679093e+03,7.072196321218636304e-19
6.901335015543850204e+03,5.262650163328048739e-19
6.904612178852022225e+03,1.093746398541901359e-18
6.907889342160203341e+03,9.688829742028445124e-19
6.911166505468373543e+03,2.882612858373318666e-19
6.914443668776544655e+03,-1.690848098701004630e-20
6.917720832084715767e+03,5.224781831457605832e-19
6.920997995392886878e+03,4.861095211314419607e-19
6.924275158701057080e+03,9.945997486767435033e-20
6.927552322009229101e+03,-3.128291192378841967e-20
6.930829485317400213e+03,4.552348842430714901e-19
6.934106648625580419e+03,6.156264384463318896e-19
6.937383811933741526e+03,4.166160168732232362e-19
6.940660975241922642e+03,3.489070357272013139e-19
6.943938138550093754e+03,3.406775282288203090e-19
6.947215301858263956e+03,6.214048825685753964e-19
6.950492465166435068e+03,5.986780137990521184e-19
6.953769628474607089e+03,1.432685762461512138e-19
6.957046791782778200e+03,2.177340055605766345e-19
6.960323955090948402e+03,8.465151275726360486e-19
6.963601118399129518e+03,9.601970145096754227e-19
6.966878281707300630e+03,6.302073644022931344e-19
6.970155445015471741e+03,3.458953025525194048e-19
6.973432608323641944e+03,8.023015110546777380e-19
6.976709771631813965e+03,7.538859681682498970e-19
6.979986934939985076e+03,5.821492515064397723e-19
6.983264098248155278e+03,4.905790080616643149e-19
6.986541261556326390e+03,6.489443383862246688e-19
6.989818424864497501e+03,1.076973317367659050e-18
6.993095588172668613e+03,7.170403128711896599e-19
6.996372751480848819e+03,8.323660562429796721e-19
6.999649914789020841e+03,7.772043076689423491e-19
7.002927078097191952e+03,3.863270493944429863e-19
7.006204241405363064e+03,9.486598276748129092e-19
7.009481404713533266e+03,1.289551887411298513e-18
7.012758568021704377e+03,1.093428331134045749e-18
7.016035731329875489e+03,6.328456798728452336e-19
7.019312894638046600e+03,4.838709135165631292e-19
7.022590057946216803e+03,8.039025287883166747e-19
7.025867221254388824e+03,1.148736684297420786e-18
7.029144384562569940e+03,9.735924760734103706e-19
7.032421547870740142e+03,6.701378330197483042e-19
7.035698711178911253e+03,9.196347263516513177e-19
7.038975874487082365e+03,9.349985670606000497e-19
7.042253037795253476e+03,8.165595429420732277e-19
7.045530201103423678e+03,1.292292821184366515e-18
7.048807364411595699e+03,9.702317688374787534e-19
7.052084527719776816e+03,2.789807076304220739e-19
7.055361691027947927e+03,1.046664435518619367e-18
7.058638854336118129e+03,1.390802671427499939e-18
7.061916017644289241e+03,1.181801476042189327e-18
7.065193180952460352e+03,9.706370382049067917e-19
7.068470344260631464e+03,9.226603065726483500e-19
7.071747507568802575e+03,1.169698048993552010e-18
7.075024670876973687e+03,7.437403774301411673e-19
7.078301834185144799e+03,9.119927864441517378e-19
7.081578997493315910e+03,8.160364372621063007e-19
7.084856160801496117e+03,6.126247080268850029e-19
7.088133324109667228e+03,1.011996313336841075e-18
7.091410487417838340e+03,1.087521383978372393e-18
7.094687650726008542e+03,1.167714527869909400e-18
7.097964814034180563e+03,1.379193707080207181e-18
7.101241977342351674e+03,1.125410951794058638e-18
7.104519140650522786e+03,1.155598214691526242e-18
7.107796303958692988e+03,1.152109270162677615e-18
7.111073467266864100e+03,1.101913050182450192e-18
7.114350630575045216e+03,7.110199404634494015e-19
7.117627793883216327e+03,1.459449685169175854e-18
7.120904957191387439e+03,1.390837364098395268e-18
7.124182120499558550e+03,1.768846179111152468e-18
7.127459283807729662e+03,1.666048254869280119e-18
7.130736447115900773e+03,1.505714771519089084e-18
7.134013610424070976e+03,1.526590269759631364e-18
7.137290773732242087e+03,1.344631102784864335e-18
7.140567937040413199e+03,1.428895579696807306e-18
7.143845100348594315e+03,1.348351559691306913e-18
7.147122263656765426e+03,1.412161221233104458e-18
7.150399426964936538e+03,1.525956483481520793e-18
7.153676590273107649e+03,1.405175180098073370e-18
7.156953753581277851e+03,1.563442107681192400e-18
7.160230916889448963e+03,1.710708609841180381e-18
7.163508080197620075e+03,1.955850920155363523e-18
7.166785243505791186e+03,2.365443354199691165e-18
7.170062406813962298e+03,2.066282473702682707e-18
7.173339570122133409e+03,1.604979118475208496e-18
7.176616733430314525e+03,1.176637700635762003e-18
7.179893896738484727e+03,1.315853381066748757e-18
7.183171060046655839e+03,1.811049881974732518e-18
7.186448223354826951e+03,1.620958657190802230e-18
7.189725386662998062e+03,1.584314991200161570e-18
7.193002549971169174e+03,1.507822398896709985e-18
7.196279713279340285e+03,1.649073796880022643e-18
7.199556876587521401e+03,2.589931232664609181e-18
7.202834039895692513e+03,2.931900611234654594e-18
7.206111203203862715e+03,2.276349801563488193e-18
7.209388366512033826e+03,3.034007244713014654e-18
7.212665529820204938e+03,2.257360240929685954e-18
7.215942693128376959e+03,2.689551275134012315e-18
7.219219856436547161e+03,2.407883089154816887e-18
7.222497019744718273e+03,2.672431392519394710e-18
7.225774183052889384e+03,2.766279887594151707e-18
7.229051346361060496e+03,3.420038890107987102e-18
7.232328509669230698e+03,3.527929361771364634e-18
7.235605672977411814e+03,3.468599479482208982e-18
7.238882836285582925e+03,4.331068178195290905e-18
7.242159999593754037e+03,5.111134074175557911e-18
7.245437162901925149e+03,4.029442276714578969e-18
7.248714326210096260e+03,3.498719444540505541e-18
7.251991489518267372e+03,3.848660039950266318e-18
7.255268652826437574e+03,5.161693380733750753e-18
7.258545816134608685e+03,4.781873947154791452e-18
7.261822979442779797e+03,5.311638240858834408e-18
7.265100142750961822e+03,6.106514943224820351e-18
7.268377306059132025e+03,5.352116219377899131e-18
7.271654469367303136e+03,4.787180702059825775e-18
7.274931632675474248e+03,4.760752647932403319e-18
7.278208795983645359e+03,4.567240572817298181e-18
7.281485959291815561e+03,5.552688532200804448e-18
7.284763122599986673e+03,6.111329818359598878e-18
