WAVE,FLUX,ERR,SKYBACK
6563.007,5.4651863E-16,7.815687E-18,1.4320676E-16
6567.2227,5.286943E-16,7.730286E-18,1.441553E-16
6571.438,5.338608E-16,7.703195E-18,1.3150582E-16
6575.6533,5.3093005E-16,7.662001E-18,1.257992E-16
6579.869,4.964043E-16,7.499477E-18,1.2767823E-16
6584.0845,5.0220853E-16,7.493485E-18,1.2027591E-16
6588.3003,4.932741E-16,7.422486E-18,1.1471988E-16
6592.5156,4.797373E-16,7.3580685E-18,1.1632536E-16
6596.731,4.9814743E-16,7.4392885E-18,1.154894E-16
6600.947,4.727866E-16,7.3120955E-18,1.1576788E-16
6605.162,4.8276066E-16,7.333459E-18,1.1111697E-16
6609.3774,4.9474596E-16,7.377554E-18,1.079935E-16
6613.5933,4.8979606E-16,7.326865E-18,1.0314234E-16
6617.8086,4.8877893E-16,7.324693E-18,1.0351594E-16
6622.0244,4.955859E-16,7.373264E-18,1.08532184E-16
6626.2397,5.0105683E-16,7.406148E-18,1.1136202E-16
6630.455,5.033083E-16,7.393677E-18,1.06495335E-16
6634.671,5.048654E-16,7.372079E-18,1.0057505E-16
6638.886,5.1292133E-16,7.427091E-18,1.05698264E-16
6643.1016,5.0416534E-16,7.371714E-18,1.02886875E-16
6647.3174,5.219261E-16,7.439052E-18,9.9296667E-17
6651.5327,5.4477E-16,7.546698E-18,9.9913115E-17
6655.7485,6.335923E-16,7.9415344E-18,9.879769E-17
6659.964,6.439595E-16,8.059431E-18,1.0064542E-16
6664.179,6.38228E-16,7.95603E-18,9.7795565E-17
6668.395,6.371132E-16,7.958049E-18,1.008771E-16
6672.6104,6.296962E-16,7.918485E-18,1.00610256E-16
6676.8257,6.2687527E-16,7.8764245E-18,1.00166186E-16
6681.0415,5.8223727E-16,7.669606E-18,1.0035611E-16
6685.257,5.7814414E-16,7.63933E-18,9.863108E-17
6689.4727,5.715729E-16,7.623887E-18,1.04083256E-16
6693.688,5.786241E-16,7.636993E-18,1.00507705E-16
6697.9033,5.956144E-16,7.716755E-18,1.0114604E-16
6702.119,5.9140243E-16,7.697729E-18,1.02547394E-16
6706.3345,5.9998213E-16,7.739321E-18,1.04258526E-16
6710.55,6.0372575E-16,7.7395245E-18,1.01154905E-16
6714.7656,6.0425403E-16,7.733756E-18,9.9906855E-17
6718.981,6.1232134E-16,7.772414E-18,1.0130424E-16
6723.197,6.1041816E-16,7.744303E-18,9.6960464E-17
6727.412,6.1513883E-16,7.774391E-18,1.00768446E-16
6731.6274,6.273871E-16,7.807471E-18,9.546239E-17
6735.8433,6.4864677E-16,7.897516E-18,9.523056E-17
6740.0586,6.2552007E-16,7.809388E-18,1.00458875E-16
6744.274,6.275361E-16,7.809399E-18,9.826639E-17
6748.4897,6.4129653E-16,7.8727676E-18,9.969771E-17
6752.705,6.4678303E-16,7.850157E-18,8.929004E-17
6756.921,6.4033245E-16,7.8398996E-18,9.3999184E-17
6761.136,6.290059E-16,7.793609E-18,9.6744364E-17
6765.3516,6.263982E-16,7.778425E-18,9.6131424E-17
6769.5674,6.2435407E-16,7.7635235E-18,9.6092606E-17
6773.7827,6.3598246E-16,7.8182986E-18,9.679958E-17
6777.9985,6.3595096E-16,7.805573E-18,9.386056E-17
6782.214,6.4189644E-16,7.823197E-18,9.266126E-17
6786.429,6.3697926E-16,7.79979E-18,9.4008825E-17
6790.645,6.2472857E-16,7.749909E-18,9.53345E-17
6794.8604,6.351939E-16,7.787071E-18,9.325743E-17
6799.0757,6.266161E-16,7.736624E-18,9.1297274E-17
6803.2915,6.291475E-16,7.748756E-18,9.2546046E-17
6807.507,6.1777194E-16,7.686691E-18,9.046769E-17
6811.7227,6.3719525E-16,7.849808E-18,1.10973036E-16
6815.938,6.3573867E-16,7.971856E-18,1.4711794E-16
6820.1533,6.477202E-16,8.121785E-18,1.756751E-16
6824.369,6.472401E-16,8.1667434E-18,1.898935E-16
6828.5845,6.504553E-16,8.198033E-18,1.9478943E-16
6832.8,6.2793665E-16,8.089853E-18,1.926234E-16
6837.0156,6.068659E-16,7.934696E-18,1.7550474E-16
6841.231,6.0424276E-16,7.7643275E-18,1.3308899E-16
6845.447,5.9754834E-16,7.676382E-18,1.202287E-16
6849.662,5.9461676E-16,7.762548E-18,1.5140584E-16
6853.8774,5.7270767E-16,7.634249E-18,1.5256735E-16
6858.0933,5.4536677E-16,7.4536476E-18,1.5592729E-16
6862.3086,5.426609E-16,7.3449E-18,1.5688584E-16
6866.524,5.4443117E-16,7.252672E-18,1.5814346E-16
6870.7397,5.543555E-16,7.157147E-18,1.3952193E-16
6874.955,5.3888464E-16,6.985105E-18,1.1285258E-16
6879.171,5.546571E-16,7.064557E-18,1.0749967E-16
6883.386,5.6248086E-16,7.148527E-18,1.09953406E-16
6887.6016,5.375674E-16,7.093476E-18,1.1781163E-16
6891.8174,5.2954695E-16,7.057619E-18,1.1428252E-16
6896.0327,5.4246176E-16,7.132229E-18,1.1421727E-16
6900.248,5.4014746E-16,7.168866E-18,1.1952465E-16
6904.464,5.3258795E-16,7.182118E-18,1.2372274E-16
6908.679,5.4556063E-16,7.329923E-18,1.3890672E-16
6912.895,5.4046806E-16,7.379326E-18,1.5076452E-16
6917.1104,5.3427307E-16,7.355886E-18,1.4649954E-16
6921.3257,5.349581E-16,7.34042E-18,1.369909E-16
6925.5415,5.19981E-16,7.307761E-18,1.4305603E-16
6929.757,5.2112013E-16,7.303517E-18,1.3866566E-16
6933.972,5.147953E-16,7.314415E-18,1.4769674E-16
6938.188,5.106529E-16,7.341445E-18,1.5916464E-16
6942.4033,5.1260375E-16,7.334527E-18,1.5509736E-16
6946.619,5.001461E-16,7.256524E-18,1.4942094E-16
6950.8345,4.9663643E-16,7.226767E-18,1.4479197E-16
6955.05,5.037705E-16,7.239008E-18,1.3821755E-16
6959.2656,4.999898E-16,7.1686615E-18,1.243473E-16
6963.481,4.888086E-16,7.138349E-18,1.2992214E-16
6967.697,4.8661646E-16,7.173608E-18,1.40377E-16
6971.912,4.8613497E-16,7.161505E-18,1.3724382E-16
6976.1274,4.9356096E-16,7.1738455E-18,1.3167163E-16
6980.3433,4.8762384E-16,7.1133355E-18,1.2437095E-16
6984.5586,4.79084E-16,7.048168E-18,1.2081191E-16
6988.774,4.675015E-16,6.956672E-18,1.1284256E-16
6992.9897,4.6869615E-16,6.94448E-18,1.0805394E-16
6997.205,4.7544965E-16,7.001243E-18,1.1433521E-16
7001.421,4.777667E-16,7.0133956E-18,1.1567053E-16
7005.636,4.616329E-16,6.948812E-18,1.184785E-16
7009.8516,4.8057685E-16,7.004523E-18,1.0912207E-16
7014.0674,4.852987E-16,7.0185415E-18,1.0785002E-16
7018.2827,4.7244454E-16,6.918903E-18,9.853989E-17
7022.498,4.7726733E-16,6.9108918E-18,9.0774E-17
7026.714,4.7214993E-16,6.881043E-18,9.001643E-17
7030.929,4.894052E-16,6.9992475E-18,9.760006E-17
7035.145,4.8732156E-16,7.03932E-18,1.0987389E-16
7039.3604,4.954102E-16,7.093635E-18,1.1491359E-16
7043.5757,4.8157375E-16,7.045649E-18,1.1933839E-16
7047.7915,4.9672696E-16,7.098999E-18,1.1401683E-16
7052.007,5.039562E-16,7.144856E-18,1.1705451E-16
7056.222,5.071372E-16,7.139669E-18,1.1204609E-16
7060.438,5.125845E-16,7.1368945E-18,1.04802116E-16
7064.6533,5.1999326E-16,7.17331E-18,1.0466714E-16
7068.869,5.1428924E-16,7.158156E-18,1.0760988E-16
7073.0845,5.1647426E-16,7.178223E-18,1.1013324E-16
7077.3,5.3284423E-16,7.249313E-18,1.0892688E-16
7081.5156,5.3225856E-16,7.238753E-18,1.0702258E-16
7085.731,5.422936E-16,7.285642E-18,1.0705932E-16
